"001","002","003","004","005","006","007","008","009","010","011"
"76","23-05-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","7","32","248","NA"
"76","09-06-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","12","27","121","NA"
"76","11-06-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","13","26","146","NA"
"76","13-06-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","13","30","123","NA"
"76","20-06-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","14","30","141","NA"
"76","25-06-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","13","32","109","NA"
"76","27-06-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","10","23","192","NA"
"76","30-06-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","16","36","134","NA"
"76","02-07-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","28","56","NA"
"76","04-07-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","25","86","NA"
"76","07-07-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","26","74","NA"
"76","16-07-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","10","19","260","NA"
"76","21-07-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","11","21","202","NA"
"76","23-07-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","16","95","NA"
"76","25-07-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","8","16","71","NA"
"76","30-07-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","10","23","129","NA"
"76","01-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","8","25","104","NA"
"76","04-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","9","21","38","NA"
"76","06-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","11","24","121","NA"
"76","08-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","9","18","73","NA"
"76","11-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","12","28","101","NA"
"76","13-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","14","30","70","NA"
"76","18-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","13","29","113","NA"
"76","20-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","12","28","86","NA"
"76","22-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","11","27","70","NA"
"76","25-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","10","23","128","NA"
"76","27-08-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","28","81","NA"
"76","01-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","22","37","319","NA"
"76","03-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","19","67","NA"
"76","08-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","17","72","NA"
"76","10-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","18","77","NA"
"76","12-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","21","58","NA"
"76","15-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","17","57","NA"
"76","17-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","16","58","NA"
"76","19-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","15","72","NA"
"76","24-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","20","83","NA"
"76","26-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","17","23","123","NA"
"76","29-09-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","NA","32","88","NA"
"76","01-10-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","21","27","175","NA"
"76","03-10-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","19","26","191","NA"
"76","06-10-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","20","32","212","NA"
"76","08-10-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","20","32","233","NA"
"76","10-10-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","19","33","237","NA"
"76","20-10-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","19","30","279","NA"
"76","24-10-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","20","32","281","NA"
"76","31-10-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","18","29","212","NA"
"76","03-11-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","22","32","163","NA"
"76","07-11-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","21","32","160","NA"
"76","10-11-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","25","35","175","NA"
"76","15-11-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","25","33","171","NA"
"76","02-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","22","33","258","NA"
"76","03-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","23","34","182","NA"
"76","04-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","21","31","194","NA"
"76","05-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","19","32","192","NA"
"76","07-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","19","32","206","NA"
"76","08-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","21","33","199","NA"
"76","09-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","21","32","201","NA"
"76","10-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","20","32","185","NA"
"76","15-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","20","33","192","NA"
"76","17-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","19","33","185","NA"
"76","19-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","20","30","200","NA"
"76","22-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","19","32","180","NA"
"76","26-12-15","Punjab","Ludhiana","Rita Sewing Machines, Ludhiana","Punjab State Pollution Control Board","Industrial Area","18","32","183","NA"
"176","02-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","24","135","NA"
"176","05-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","25","146","NA"
"176","07-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","25","148","NA"
"176","09-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","15","26","144","NA"
"176","12-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","25","136","NA"
"176","14-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","25","134","NA"
"176","16-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","25","140","NA"
"176","19-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","15","26","150","NA"
"176","23-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","15","26","143","NA"
"176","28-01-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","26","143","NA"
"176","17-04-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","25","136","NA"
"176","20-04-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","25","140","NA"
"176","22-04-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","26","138","NA"
"176","24-04-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","27","142","NA"
"176","27-04-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","15","29","145","NA"
"176","29-04-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","15","28","152","NA"
"176","04-05-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","26","149","NA"
"176","06-05-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","25","145","NA"
"176","08-05-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","26","153","NA"
"176","12-05-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","28","158","NA"
"176","16-05-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","27","163","NA"
"176","23-05-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","25","152","NA"
"176","06-06-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","26","151","NA"
"176","11-06-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","24","142","NA"
"176","13-06-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","14","24","138","NA"
"176","16-06-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","24","132","NA"
"176","20-06-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","13","23","129","NA"
"176","30-07-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","24","121","NA"
"176","01-08-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","11","23","130","NA"
"176","04-08-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","25","141","NA"
"176","06-08-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","25","78","NA"
"176","13-08-15","Punjab","Jalandhar","Regional Office, Jalandhar","Punjab State Pollution Control Board","Residential, Rural and other Areas","12","24","164","NA"
"301","05-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","7","29","125","NA"
"301","07-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","27","134","NA"
"301","09-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","32","144","NA"
"301","12-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","5","37","142","NA"
"301","14-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","31","94","NA"
"301","16-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","38","130","NA"
"301","19-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","42","127","NA"
"301","21-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","26","173","NA"
"301","23-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","37","160","NA"
"301","28-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","31","151","NA"
"301","30-01-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","37","189","NA"
"301","02-02-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","39","198","NA"
"301","04-02-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","32","187","NA"
"301","06-02-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","6","40","167","NA"
"301","09-02-15","Punjab","Gobindgarh","M/s Raj Steel Rolling Mills, Mandi Gobindgarh","Punjab State Pollution Control Board","Industrial Area","7","35","205","NA"
